Local time in Nairobi / Wilson (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
19.04.2018 16:00,20,628.2,764.3,83,Wind blowing from the east-northeast,5,,,,"Few clouds (10-30%) 630 m, cumulonimbus clouds , broken clouds (60-90%) 660 m",10.0 and more,17
19.04.2018 15:00,21,629.2,765,78,Wind blowing from the south,4,,,,"Few clouds (10-30%) 660 m, cumulonimbus clouds , broken clouds (60-90%) 690 m",10.0 and more,17
19.04.2018 14:00,21,629.2,765,78,Wind blowing from the south,3,,,,"Few clouds (10-30%) 660 m, cumulonimbus clouds , broken clouds (60-90%) 690 m",10.0 and more,17
19.04.2018 13:00,21,629.8,765.8,78,Wind blowing from the south-southwest,4,,"Light thunderstorm, rain",,"Few clouds (10-30%) 660 m, cumulonimbus clouds , broken clouds (60-90%) 690 m, overcast (100%) 2400 m",8,17
19.04.2018 12:00,23,631.3,766.6,65,Wind blowing from the south,4,,,,Broken clouds (60-90%) 750 m,10.0 and more,16
19.04.2018 11:00,22,631.5,767.3,69,Wind blowing from the south-southeast,2,,,,Broken clouds (60-90%) 720 m,10.0 and more,16
19.04.2018 10:00,21,631.1,767.3,78,"Calm, no wind",0,,,,"Broken clouds (60-90%) 690 m, broken clouds (60-90%) 2400 m",10.0 and more,17
19.04.2018 09:00,19,630.2,767.3,78,"Calm, no wind",0,,,,"Few clouds (10-30%) 630 m, broken clouds (60-90%) 2400 m",10.0 and more,15
19.04.2018 08:00,18,629.8,767.3,88,"Calm, no wind",0,,,,"Broken clouds (60-90%) 600 m, broken clouds (60-90%) 2400 m",10.0 and more,16
19.04.2018 07:00,17,628.8,766.6,94,"Calm, no wind",0,,,,Broken clouds (60-90%) 600 m,10.0 and more,16
19.04.2018 06:00,17,628.1,765.8,94,"Calm, no wind",0,,,,Broken clouds (60-90%) 600 m,10.0 and more,16
19.04.2018 05:00,16,627.7,765.8,94,"Calm, no wind",0,,,,Broken clouds (60-90%) 540 m,10.0 and more,15
19.04.2018 04:00,16,627.7,765.8,100,"Calm, no wind",0,,,,Broken clouds (60-90%) 540 m,10.0 and more,16
19.04.2018 03:00,16,627.7,765.8,100,"Calm, no wind",0,,,,Broken clouds (60-90%) 540 m,10.0 and more,16
18.04.2018 20:00,18,628.6,765.8,94,"Calm, no wind",0,,,,Broken clouds (60-90%) 600 m,10.0 and more,17
18.04.2018 18:00,18,627.9,765,88,"Calm, no wind",0,,,,Broken clouds (60-90%) 600 m,10.0 and more,16
18.04.2018 17:00,18,627.3,764.3,88,"Calm, no wind",0,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2400 m",10.0 and more,16
18.04.2018 16:00,18,627.9,765,88,Wind blowing from the west-southwest,3,,,Rain,"Broken clouds (60-90%) 600 m, broken clouds (60-90%) 2400 m",10.0 and more,16
18.04.2018 15:00,19,628.3,765,88,Wind blowing from the north,3,,Light rain,,"Broken clouds (60-90%) 630 m, broken clouds (60-90%) 2400 m",10.0 and more,17
18.04.2018 14:00,25,630.8,765,54,Wind blowing from the north,4,,"Light shower(s), rain",,"Few clouds (10-30%) 810 m, cumulonimbus clouds , broken clouds (60-90%) 840 m, broken clouds (60-90%) 2400 m",10.0 and more,15
18.04.2018 13:00,25,631.5,765.8,54,Wind blowing from the west-southwest,8,,,,"Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 2400 m",10.0 and more,15
18.04.2018 12:00,25,631.5,765.8,51,Wind blowing from the west-southwest,7,,,,"Few clouds (10-30%) 810 m, scattered clouds (40-50%) 2700 m",10.0 and more,14
18.04.2018 11:00,24,631.7,766.6,54,Wind blowing from the west,5,,,,"Few clouds (10-30%) 780 m, broken clouds (60-90%) 2700 m",10.0 and more,14
18.04.2018 10:00,22,630.9,766.6,57,Wind blowing from the west,8,,,,"Few clouds (10-30%) 720 m, broken clouds (60-90%) 2700 m",10.0 and more,13
18.04.2018 09:00,21,630.5,766.6,60,Wind blowing from the west,7,,,,"Few clouds (10-30%) 690 m, broken clouds (60-90%) 2700 m",10.0 and more,13
18.04.2018 08:00,19,629,765.8,68,Wind blowing from the west,4,,,,"Few clouds (10-30%) 510 m, broken clouds (60-90%) 2400 m",10.0 and more,13
18.04.2018 07:00,16,627.7,765.8,88,Wind blowing from the south,3,,,,"Scattered clouds (40-50%) 480 m, broken clouds (60-90%) 2400 m",10.0 and more,14
18.04.2018 06:00,16,627.7,765.8,94,"Calm, no wind",0,,,,Scattered clouds (40-50%) 480 m,10.0 and more,15
18.04.2018 05:00,16,627.7,765.8,94,"Calm, no wind",0,,,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 2400 m",10.0 and more,15
18.04.2018 04:00,16,627.7,765.8,94,"Calm, no wind",0,,,,Scattered clouds (40-50%) 450 m,10.0 and more,15
18.04.2018 03:00,17,628.1,765.8,94,"Calm, no wind",0,,,,Scattered clouds (40-50%) 480 m,10.0 and more,16
18.04.2018 01:00,18,629.2,766.6,88,"Calm, no wind",0,,,,Scattered clouds (40-50%) 510 m,10.0 and more,16
18.04.2018 00:00,18,629.2,766.6,88,"Calm, no wind",0,,,,Scattered clouds (40-50%) 540 m,10.0 and more,16
17.04.2018 23:00,18,629.2,766.6,88,"Calm, no wind",0,,,,Scattered clouds (40-50%) 570 m,10.0 and more,16
17.04.2018 22:00,19,629.7,766.6,83,"Calm, no wind",0,,,,Scattered clouds (40-50%) 600 m,10.0 and more,16
17.04.2018 21:00,19,629.7,766.6,83,Wind blowing from the west,3,,,,"Scattered clouds (40-50%) 630 m, broken clouds (60-90%) 2400 m",10.0 and more,16
17.04.2018 20:00,19,628.3,765,83,"Calm, no wind",0,,,,"Broken clouds (60-90%) 660 m, broken clouds (60-90%) 2700 m",10.0 and more,16
17.04.2018 19:00,20,628.8,765,78,Wind blowing from the west,5,,,,"Few clouds (10-30%) 660 m, cumulonimbus clouds , broken clouds (60-90%) 690 m, broken clouds (60-90%) 3000 m",10.0 and more,16
17.04.2018 18:00,21,629.2,765,73,Wind blowing from the west,4,,,,"Few clouds (10-30%) 690 m, cumulonimbus clouds , broken clouds (60-90%) 720 m, broken clouds (60-90%) 3000 m",10.0 and more,16
17.04.2018 17:00,22,629,764.3,61,Wind blowing from the west,5,,,,"Few clouds (10-30%) 690 m, cumulonimbus clouds , broken clouds (60-90%) 720 m, broken clouds (60-90%) 3000 m",10.0 and more,14
17.04.2018 16:00,23,629.4,764.3,57,Wind blowing from the west,6,,,,"Few clouds (10-30%) 720 m, cumulonimbus clouds , broken clouds (60-90%) 750 m, broken clouds (60-90%) 3000 m",10.0 and more,14
17.04.2018 15:00,23,630,765,57,Wind blowing from the west,5,,,,"Few clouds (10-30%) 720 m, cumulonimbus clouds , broken clouds (60-90%) 720 m, broken clouds (60-90%) 2700 m",10.0 and more,14
17.04.2018 14:00,22,630.3,765.8,65,Wind blowing from the west,8,,,,"Broken clouds (60-90%) 720 m, broken clouds (60-90%) 2700 m",10.0 and more,15
17.04.2018 13:00,22,630.3,765.8,65,Wind blowing from the west,10,,,,"Broken clouds (60-90%) 720 m, broken clouds (60-90%) 2700 m",10.0 and more,15
17.04.2018 12:00,21,631.1,767.3,64,Wind blowing from the west,8,,,,"Broken clouds (60-90%) 690 m, broken clouds (60-90%) 2400 m",10.0 and more,14
17.04.2018 11:00,21,631.1,767.3,69,,,,,,"Broken clouds (60-90%) 690 m, broken clouds (60-90%) 2400 m",10.0 and more,15
17.04.2018 10:00,19,630.9,768.1,88,Wind blowing from the west,8,,,,"Broken clouds (60-90%) 630 m, broken clouds (60-90%) 2400 m",10.0 and more,17
17.04.2018 09:00,17,629.4,767.3,94,"Calm, no wind",0,,,Rain,"Broken clouds (60-90%) 570 m, broken clouds (60-90%) 2400 m",10.0 and more,16
17.04.2018 08:00,16,628.9,767.3,100,Wind blowing from the south,3,,Light rain,,"Broken clouds (60-90%) 540 m, overcast (100%) 2400 m",8,16
17.04.2018 07:00,16,628.4,766.6,100,"Calm, no wind",0,,Light rain,,"Broken clouds (60-90%) 540 m, broken clouds (60-90%) 2400 m",3,16
17.04.2018 06:00,16,627.7,765.8,100,Wind blowing from the south-southwest,3,,Rain,,"Broken clouds (60-90%) 540 m, broken clouds (60-90%) 2400 m",7,16
17.04.2018 05:00,17,628.1,765.8,94,"Calm, no wind",0,,,,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 570 m, broken clouds (60-90%) 2400 m",10.0 and more,16
17.04.2018 04:00,17,628.1,765.8,94,"Calm, no wind",0,,Light rain,,"Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 570 m, broken clouds (60-90%) 2400 m",10.0 and more,16
17.04.2018 03:00,17,627.5,765,94,Wind blowing from the north-east,2,,Light rain,,"Broken clouds (60-90%) 210 m, broken clouds (60-90%) 570 m, broken clouds (60-90%) 2400 m",10.0 and more,16
16.04.2018 20:00,18,627.3,764.3,88,"Calm, no wind",0,,Light rain,,"Broken clouds (60-90%) 600 m, broken clouds (60-90%) 2400 m",10.0 and more,16
16.04.2018 19:00,19,627.8,764.3,83,"Calm, no wind",0,,Light rain,,"Broken clouds (60-90%) 630 m, broken clouds (60-90%) 2400 m",10.0 and more,16
16.04.2018 18:00,19,627.1,763.5,83,Wind blowing from the west-northwest,3,,,,"Broken clouds (60-90%) 630 m, broken clouds (60-90%) 2400 m",10.0 and more,16
16.04.2018 17:00,21,628,763.5,69,Wind blowing from the south-west,8,,,,"Broken clouds (60-90%) 690 m, broken clouds (60-90%) 2400 m",10.0 and more,15
16.04.2018 16:00,23,628.2,762.8,61,Wind blowing from the west,7,,,,"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2400 m",10.0 and more,15
16.04.2018 15:00,25,629.6,763.5,54,Wind blowing from the west-southwest,9,,,,"Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 2400 m",10.0 and more,15
16.04.2018 14:00,24,629.9,764.3,57,Wind blowing from the west-southwest,8,,,,"Scattered clouds (40-50%) 780 m, broken clouds (60-90%) 2400 m",10.0 and more,15
16.04.2018 13:00,23,630,765,61,Wind blowing from the west-southwest,10,,,,"Few clouds (10-30%) 750 m, broken clouds (60-90%) 2400 m",10.0 and more,15
16.04.2018 12:00,23,630.7,765.8,61,Wind blowing from the west-southwest,10,,,,"Few clouds (10-30%) 750 m, broken clouds (60-90%) 2400 m",10.0 and more,15
16.04.2018 11:00,23,630.7,765.8,53,Wind blowing from the west,10,,,,"Few clouds (10-30%) 750 m, broken clouds (60-90%) 2400 m",10.0 and more,13
16.04.2018 10:00,23,630.7,765.8,57,Wind blowing from the west-southwest,7,,,,"Few clouds (10-30%) 750 m, broken clouds (60-90%) 2400 m",10.0 and more,14
16.04.2018 09:00,21,629.8,765.8,64,Wind blowing from the west,8,,,,"Few clouds (10-30%) 690 m, broken clouds (60-90%) 2400 m",10.0 and more,14
16.04.2018 08:00,18,628.6,765.8,78,Wind blowing from the west,5,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2400 m",10.0 and more,14
16.04.2018 07:00,17,628.1,765.8,88,Wind blowing from the west-southwest,3,,,,Broken clouds (60-90%) 570 m,10.0 and more,15
16.04.2018 06:00,17,628.1,765.8,88,"Calm, no wind",0,,,,Broken clouds (60-90%) 570 m,10.0 and more,15
16.04.2018 05:00,17,628.1,765.8,88,"Calm, no wind",0,,,,Scattered clouds (40-50%) 570 m,10.0 and more,15
16.04.2018 04:00,17,628.1,765.8,88,"Calm, no wind",0,,,,Scattered clouds (40-50%) 570 m,10.0 and more,15
16.04.2018 03:00,17,628.8,766.6,88,"Calm, no wind",0,,,,Scattered clouds (40-50%) 570 m,10.0 and more,15
15.04.2018 21:00,19,629,765.8,78,Wind blowing from the west-southwest,5,,,,Broken clouds (60-90%) 630 m,10.0 and more,15
15.04.2018 20:00,19,628.3,765,78,Wind blowing from the west-southwest,4,,,,Broken clouds (60-90%) 630 m,10.0 and more,15
15.04.2018 19:00,19,627.8,764.3,73,Wind blowing from the west,4,,,,Broken clouds (60-90%) 630 m,10.0 and more,14
15.04.2018 18:00,19,627.1,763.5,83,Wind blowing from the south-southwest,5,,,,Broken clouds (60-90%) 630 m,10.0 and more,16
15.04.2018 17:00,22,628.4,763.5,69,Wind blowing from the south-west,6,,,,"Few clouds (10-30%) 720 m, cumulonimbus clouds , scattered clouds (40-50%) 750 m",10.0 and more,16
15.04.2018 16:00,22,628.4,763.5,69,Wind blowing from the south-southwest,8,,,,"Few clouds (10-30%) 750 m, cumulonimbus clouds , scattered clouds (40-50%) 780 m",10.0 and more,16
15.04.2018 14:00,23,628.8,763.5,65,Wind blowing from the south-southwest,5,,,,"Few clouds (10-30%) 750 m, cumulonimbus clouds , scattered clouds (40-50%) 780 m",10.0 and more,16
15.04.2018 13:00,23,630,765,61,Wind blowing from the west-southwest,8,,,,"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2700 m",10.0 and more,15
15.04.2018 12:00,22,630.3,765.8,69,Wind blowing from the west-southwest,8,,,,"Scattered clouds (40-50%) 720 m, broken clouds (60-90%) 2400 m",10.0 and more,16
15.04.2018 09:00,18,629.2,766.6,83,Wind blowing from the west,5,,,,"Broken clouds (60-90%) 600 m, broken clouds (60-90%) 2400 m",10.0 and more,15
15.04.2018 08:00,17,628.1,765.8,94,Wind blowing from the west,6,,,,"Broken clouds (60-90%) 570 m, broken clouds (60-90%) 2400 m",10.0 and more,16
15.04.2018 07:00,16,627.7,765.8,94,Wind blowing from the west,5,,,,"Broken clouds (60-90%) 540 m, broken clouds (60-90%) 2400 m",10.0 and more,15
15.04.2018 06:00,17,627.5,765,94,"Calm, no wind",0,,,,"Broken clouds (60-90%) 570 m, broken clouds (60-90%) 2400 m",10.0 and more,16
15.04.2018 05:00,17,628.1,765.8,94,"Calm, no wind",0,,,,Broken clouds (60-90%) 570 m,10.0 and more,16
15.04.2018 04:00,17,628.1,765.8,94,"Calm, no wind",0,,,,Broken clouds (60-90%) 570 m,10.0 and more,16
14.04.2018 20:00,18,627.9,765,94,"Calm, no wind",0,,,,Broken clouds (60-90%) 600 m,10.0 and more,17
14.04.2018 18:00,22,629,764.3,69,Wind blowing from the south,4,,Light rain,,"Few clouds (10-30%) 690 m, cumulonimbus clouds , broken clouds (60-90%) 720 m",10.0 and more,16
14.04.2018 17:00,23,628.8,763.5,65,Wind blowing from the east,3,,,,"Few clouds (10-30%) 720 m, cumulonimbus clouds , broken clouds (60-90%) 750 m",,16
14.04.2018 16:00,23,628.8,763.5,65,Wind blowing from the east,4,,,,"Few clouds (10-30%) 720 m, cumulonimbus clouds , broken clouds (60-90%) 750 m",,16
14.04.2018 15:00,23,629.4,764.3,65,Wind blowing from the east,5,,,,"Few clouds (10-30%) 720 m, cumulonimbus clouds , broken clouds (60-90%) 750 m",,16
14.04.2018 14:00,23,630,765,65,Wind blowing from the east,3,,,,Broken clouds (60-90%) 750 m,,16
14.04.2018 12:00,22,630.9,766.6,69,Wind blowing from the east-southeast,3,,,,Broken clouds (60-90%) 660 m,10.0 and more,16
14.04.2018 11:00,20,630.1,766.6,78,Wind blowing from the east,2,,,,Broken clouds (60-90%) 660 m,10.0 and more,16
14.04.2018 10:00,19,629.7,766.6,83,Wind blowing from the east,2,,,,"Broken clouds (60-90%) 630 m, broken clouds (60-90%) 2400 m",10.0 and more,16
14.04.2018 09:00,18,629.2,766.6,88,"Calm, no wind",0,,,,"Broken clouds (60-90%) 600 m, broken clouds (60-90%) 2400 m",10.0 and more,16
14.04.2018 08:00,17,628.1,765.8,94,"Calm, no wind",0,,,,"Broken clouds (60-90%) 540 m, broken clouds (60-90%) 2400 m",10.0 and more,16
14.04.2018 07:00,17,628.1,765.8,94,"Calm, no wind",0,,,,"Broken clouds (60-90%) 480 m, broken clouds (60-90%) 2400 m",10.0 and more,16
14.04.2018 06:00,17,627.5,765,94,Wind blowing from the south-east,3,,,,"Broken clouds (60-90%) 450 m, broken clouds (60-90%) 2400 m",10.0 and more,16
14.04.2018 05:00,17,627.5,765,88,Wind blowing from the south,3,,,Rain,"Broken clouds (60-90%) 450 m, broken clouds (60-90%) 2100 m",10.0 and more,15
14.04.2018 04:00,17,627.5,765,88,Wind blowing from the south-southeast,3,,Light rain,,"Broken clouds (60-90%) 450 m, broken clouds (60-90%) 2100 m",10.0 and more,15
14.04.2018 03:00,17,627.5,765,88,"Calm, no wind",0,,,,"Broken clouds (60-90%) 480 m, broken clouds (60-90%) 2400 m",10.0 and more,15
14.04.2018 02:00,17,628.1,765.8,94,"Calm, no wind",0,,,,Broken clouds (60-90%) 510 m,10.0 and more,16
14.04.2018 01:00,17,628.1,765.8,94,"Calm, no wind",0,,,,Broken clouds (60-90%) 540 m,10.0 and more,16
14.04.2018 00:00,18,628.6,765.8,100,"Calm, no wind",0,,,,Broken clouds (60-90%) 570 m,10.0 and more,18
13.04.2018 23:00,19,629,765.8,94,"Calm, no wind",0,,,,Scattered clouds (40-50%) 600 m,10.0 and more,18
13.04.2018 22:00,19,629,765.8,94,Wind blowing from the south-southeast,4,,,,"Few clouds (10-30%) 630 m, cumulonimbus clouds , broken clouds (60-90%) 660 m",10.0 and more,18
13.04.2018 21:00,19,628.3,765,94,Wind blowing from the south,4,,,,"Few clouds (10-30%) 660 m, cumulonimbus clouds , broken clouds (60-90%) 690 m",10.0 and more,18
13.04.2018 20:00,20,627.5,763.5,78,Wind blowing from the south-east,5,,,,"Few clouds (10-30%) 690 m, cumulonimbus clouds , broken clouds (60-90%) 720 m",10.0 and more,16
13.04.2018 19:00,21,628,763.5,73,Wind blowing from the east-southeast,4,,,,"Few clouds (10-30%) 720 m, cumulonimbus clouds , broken clouds (60-90%) 750 m",10.0 and more,16
13.04.2018 18:00,22,627.8,762.8,73,Wind blowing from the south-east,3,,,,"Few clouds (10-30%) 750 m, cumulonimbus clouds , broken clouds (60-90%) 780 m",10.0 and more,17
13.04.2018 17:00,23,627.5,762,69,Wind blowing from the south-east,5,,,,"Few clouds (10-30%) 780 m, cumulonimbus clouds , broken clouds (60-90%) 810 m",10.0 and more,17
13.04.2018 16:00,24,628.6,762.8,57,Wind blowing from the east-southeast,5,,,,"29970 m9, few clouds (10-30%) 780 m, cumulonimbus clouds , broken clouds (60-90%) 810 m",,15
13.04.2018 15:00,24,629.2,763.5,65,Wind blowing from the east-southeast,5,,,,"Few clouds (10-30%) 780 m, cumulonimbus clouds , broken clouds (60-90%) 810 m",10.0 and more,17
13.04.2018 14:00,25,629.6,763.5,57,Wind blowing from the east-southeast,5,,,,Broken clouds (60-90%) 810 m,10.0 and more,16
13.04.2018 13:00,24,630.4,765,61,Wind blowing from the south-southeast,3,,,,Broken clouds (60-90%) 780 m,10.0 and more,16
13.04.2018 12:00,23,630.7,765.8,65,Wind blowing from the south-southeast,4,,,,"Broken clouds (60-90%) 750 m, broken clouds (60-90%) 2400 m",10.0 and more,16
13.04.2018 11:00,21,629.8,765.8,73,Wind blowing from the south,3,,,,"Broken clouds (60-90%) 690 m, broken clouds (60-90%) 2700 m",10.0 and more,16
13.04.2018 10:00,20,629.4,765.8,78,"Calm, no wind",0,,,,Broken clouds (60-90%) 660 m,10.0 and more,16
13.04.2018 08:00,18,627.9,765,88,"Calm, no wind",0,,,,Broken clouds (60-90%) 600 m,10.0 and more,16
13.04.2018 07:00,18,627.9,765,78,"Calm, no wind",0,,,,Broken clouds (60-90%) 600 m,10.0 and more,14
13.04.2018 06:00,17,627.5,765,83,Wind blowing from the north-northeast,3,,,,Broken clouds (60-90%) 570 m,10.0 and more,14
13.04.2018 05:00,17,627.5,765,83,"Calm, no wind",0,,,,Broken clouds (60-90%) 570 m,10.0 and more,14
13.04.2018 04:00,17,627.5,765,88,"Calm, no wind",0,,,,Broken clouds (60-90%) 570 m,10.0 and more,15
13.04.2018 03:00,18,628.6,765.8,88,"Calm, no wind",0,,,,Broken clouds (60-90%) 600 m,10.0 and more,16
12.04.2018 20:00,20,628.2,764.3,78,Wind blowing from the east-northeast,3,,,,"Few clouds (10-30%) 630 m, cumulonimbus clouds , few clouds (10-30%) 660 m",10.0 and more,16
12.04.2018 19:00,21,628,763.5,73,Wind blowing from the east,5,,,,"Few clouds (10-30%) 660 m, cumulonimbus clouds , few clouds (10-30%) 690 m",10.0 and more,16
12.04.2018 18:00,23,627.5,762,61,Wind blowing from the east,4,,,,"Few clouds (10-30%) 720 m, cumulonimbus clouds , scattered clouds (40-50%) 750 m, broken clouds (60-90%) 6900 m",10.0 and more,15
12.04.2018 17:00,24,628,762,61,Wind blowing from the east,6,,,,"Few clouds (10-30%) 750 m, cumulonimbus clouds , scattered clouds (40-50%) 780 m, broken clouds (60-90%) 7500 m",10.0 and more,16
12.04.2018 16:00,24,628,762,54,Wind blowing from the east,5,,,,"Scattered clouds (40-50%) 780 m, broken clouds (60-90%) 7500 m",10.0 and more,14
12.04.2018 15:00,25,628.4,762,57,Wind blowing from the south-southeast,6,,,,"Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 7500 m",10.0 and more,16
12.04.2018 14:00,24,629.2,763.5,54,"Calm, no wind",0,,,,Scattered clouds (40-50%) 780 m,10.0 and more,14
12.04.2018 13:00,23,629.4,764.3,65,Wind blowing from the east,5,,,,"Scattered clouds (40-50%) 750 m, scattered clouds (40-50%) 2400 m",10.0 and more,16
12.04.2018 12:00,21,629.8,765.8,69,Wind blowing from the north-east,5,,,,"Broken clouds (60-90%) 690 m, broken clouds (60-90%) 2400 m",10.0 and more,15
12.04.2018 11:00,21,629.8,765.8,69,Wind blowing from the east-northeast,5,,,,Broken clouds (60-90%) 690 m,10.0 and more,15
12.04.2018 10:00,20,629.4,765.8,73,Wind blowing from the north-northeast,4,,,,Broken clouds (60-90%) 660 m,10.0 and more,15
12.04.2018 09:00,18,628.6,765.8,88,Wind blowing from the east-northeast,4,,,,Broken clouds (60-90%) 600 m,10.0 and more,16
12.04.2018 08:00,17,627.5,765,94,"Calm, no wind",0,,,,Overcast (100%) 570 m,10.0 and more,16
12.04.2018 07:00,17,626.9,764.3,94,Wind blowing from the north-east,3,,,,Overcast (100%) 570 m,10.0 and more,16
12.04.2018 06:00,17,626.3,763.5,94,"Calm, no wind",0,,,Rain,"Broken clouds (60-90%) 570 m, broken clouds (60-90%) 2400 m",10.0 and more,16
12.04.2018 04:00,18,626.7,763.5,94,"Calm, no wind",0,,,,Broken clouds (60-90%) 600 m,10.0 and more,17
11.04.2018 20:00,20,627,762.8,88,Wind blowing from the east,5,,"Light shower(s), rain",,Broken clouds (60-90%) 660 m,10.0 and more,18
11.04.2018 19:00,18,625.5,762,94,"Calm, no wind",0,,"Light shower(s), rain",,Broken clouds (60-90%) 600 m,10.0 and more,17
11.04.2018 18:00,22,627.1,762,73,Wind blowing from the east,12,,"Light shower(s), rain",,"Few clouds (10-30%) 690 m, cumulonimbus clouds , broken clouds (60-90%) 720 m",10.0 and more,17
11.04.2018 17:00,24,627.3,761.2,57,Wind blowing from the north-northeast,3,,,,"Few clouds (10-30%) 750 m, cumulonimbus clouds , broken clouds (60-90%) 780 m",10.0 and more,15
11.04.2018 16:00,25,627.7,761.2,54,Wind blowing from the east,4,,,,Scattered clouds (40-50%) 810 m,10.0 and more,15
11.04.2018 15:00,24,628,762,57,"Calm, no wind",0,,,,Scattered clouds (40-50%) 780 m,10.0 and more,15
11.04.2018 14:00,22,628.4,763.5,69,Wind blowing from the south-southeast,3,,,,Scattered clouds (40-50%) 720 m,10.0 and more,16
11.04.2018 13:00,21,628.6,764.3,73,Wind blowing from the north-east,4,,,,Broken clouds (60-90%) 690 m,10.0 and more,16
11.04.2018 12:00,21,629.2,765,78,Wind blowing from the north-northeast,4,,,,Broken clouds (60-90%) 690 m,10.0 and more,17
11.04.2018 11:00,21,629.2,765,73,"Calm, no wind",0,,,,Broken clouds (60-90%) 690 m,10.0 and more,16
11.04.2018 10:00,20,628.8,765,73,Wind blowing from the east-northeast,3,,,,Broken clouds (60-90%) 660 m,10.0 and more,15
11.04.2018 09:00,19,628.3,765,83,Wind blowing from the east,5,,,,"Scattered clouds (40-50%) 630 m, broken clouds (60-90%) 2100 m",10.0 and more,16
11.04.2018 08:00,17,627.5,765,94,"Calm, no wind",0,,,,"Few clouds (10-30%) 570 m, broken clouds (60-90%) 2100 m",10.0 and more,16
11.04.2018 07:00,16,626.5,764.3,94,"Calm, no wind",0,,,,"Few clouds (10-30%) 570 m, broken clouds (60-90%) 2100 m",10.0 and more,15
11.04.2018 06:00,17,626.9,764.3,94,"Calm, no wind",0,,,,"Few clouds (10-30%) 570 m, scattered clouds (40-50%) 2100 m",10.0 and more,16
11.04.2018 05:00,17,626.9,764.3,94,"Calm, no wind",0,,,,Broken clouds (60-90%) 570 m,10.0 and more,16
11.04.2018 04:00,17,626.9,764.3,94,"Calm, no wind",0,,,,"Broken clouds (60-90%) 570 m, broken clouds (60-90%) 2400 m",10.0 and more,16
11.04.2018 03:00,17,626.9,764.3,100,"Calm, no wind",0,,,Rain,"Broken clouds (60-90%) 600 m, broken clouds (60-90%) 2400 m",10.0 and more,17
11.04.2018 01:00,19,627.8,764.3,88,Wind blowing from the north-northeast,7,,,,Broken clouds (60-90%) 630 m,10.0 and more,17
11.04.2018 00:00,19,627.8,764.3,88,Wind blowing from the east,5,,,,Broken clouds (60-90%) 630 m,10.0 and more,17
10.04.2018 23:00,20,628.8,765,78,"Calm, no wind",0,,,,Broken clouds (60-90%) 660 m,10.0 and more,16
10.04.2018 22:00,20,628.8,765,83,Wind blowing from the north-east,3,,,,"Few clouds (10-30%) 630 m, cumulonimbus clouds , broken clouds (60-90%) 660 m",10.0 and more,17
10.04.2018 21:00,20,628.2,764.3,83,"Calm, no wind",0,,,,"Few clouds (10-30%) 630 m, cumulonimbus clouds , broken clouds (60-90%) 660 m",10.0 and more,17
10.04.2018 20:00,21,628,763.5,73,Wind blowing from the east,6,,,,"Few clouds (10-30%) 660 m, cumulonimbus clouds , broken clouds (60-90%) 690 m",10.0 and more,16
10.04.2018 19:00,22,627.1,762,65,Wind blowing from the south-east,3,,,,"Few clouds (10-30%) 690 m, cumulonimbus clouds , broken clouds (60-90%) 720 m",10.0 and more,15
10.04.2018 18:00,24,628,762,54,Wind blowing from the east-northeast,6,,,,"Few clouds (10-30%) 750 m, cumulonimbus clouds , broken clouds (60-90%) 780 m",10.0 and more,14
10.04.2018 17:00,25,627.7,761.2,51,Wind blowing from the east,6,,,,"Few clouds (10-30%) 780 m, cumulonimbus clouds , broken clouds (60-90%) 810 m",10.0 and more,14
10.04.2018 16:00,25,627.7,761.2,47,Wind blowing from the east-northeast,5,,,,"Few clouds (10-30%) 780 m, cumulonimbus clouds , broken clouds (60-90%) 810 m",10.0 and more,13
10.04.2018 15:00,27,629.2,762,42,Wind blowing from the east-northeast,6,,,,Broken clouds (60-90%) 870 m,10.0 and more,13
10.04.2018 14:00,26,628.8,762,51,Wind blowing from the east,5,,,,Scattered clouds (40-50%) 840 m,10.0 and more,15
10.04.2018 13:00,25,629.6,763.5,54,Wind blowing from the north-northeast,4,,,,Scattered clouds (40-50%) 810 m,10.0 and more,15
10.04.2018 12:00,24,629.9,764.3,57,Wind blowing from the east-southeast,2,,,,Scattered clouds (40-50%) 780 m,10.0 and more,15
10.04.2018 11:00,23,629.4,764.3,57,Wind blowing from the north-northeast,4,,,,Broken clouds (60-90%) 750 m,10.0 and more,14
10.04.2018 10:00,21,628.6,764.3,78,"Calm, no wind",0,,,,Broken clouds (60-90%) 690 m,10.0 and more,17
10.04.2018 09:00,16,,,88,"Calm, no wind",0,,Light drizzle,,"Scattered clouds (40-50%) 270 m, broken clouds (60-90%) 540 m",10.0 and more,14
10.04.2018 08:00,18,627.3,764.3,88,"Calm, no wind",0,,,,Broken clouds (60-90%) 570 m,10.0 and more,16
