ride_id,travel_date,travel_time,travel_from,car_type,max_capacity,number_of_ticket,date,dayofweek,dayofyear,dayofmonth,year_woy,hour,minute,is_weekend,year,quarter,month
7763,18-02-18,10:55,Kisii,shuttle,11,6,2018-02-18 10:55:00,6,49,18,20187,10,55,1,2018,1,2
7764,18-02-18,6:00,Kisii,shuttle,11,1,2018-02-18 06:00:00,6,49,18,20187,6,0,1,2018,1,2
7765,18-02-18,10:52,Kisii,shuttle,11,10,2018-02-18 10:52:00,6,49,18,20187,10,52,1,2018,1,2
7766,18-02-18,10:51,Kisii,shuttle,11,9,2018-02-18 10:51:00,6,49,18,20187,10,51,1,2018,1,2
7767,18-02-18,10:53,Kisii,shuttle,11,2,2018-02-18 10:53:00,6,49,18,20187,10,53,1,2018,1,2
7768,18-02-18,10:50,Kisii,shuttle,11,10,2018-02-18 10:50:00,6,49,18,20187,10,50,1,2018,1,2
7769,18-02-18,10:40,Kisii,shuttle,11,11,2018-02-18 10:40:00,6,49,18,20187,10,40,1,2018,1,2
7770,18-02-18,10:30,Kisii,shuttle,11,11,2018-02-18 10:30:00,6,49,18,20187,10,30,1,2018,1,2
7771,18-02-18,10:20,Kisii,shuttle,11,11,2018-02-18 10:20:00,6,49,18,20187,10,20,1,2018,1,2
7772,18-02-18,10:10,Kisii,shuttle,11,6,2018-02-18 10:10:00,6,49,18,20187,10,10,1,2018,1,2
7774,18-02-18,10:00,Kisii,shuttle,11,7,2018-02-18 10:00:00,6,49,18,20187,10,0,1,2018,1,2
7775,18-02-18,9:50,Kisii,shuttle,11,8,2018-02-18 09:50:00,6,49,18,20187,9,50,1,2018,1,2
7776,19-12-17,7:00,Kijauri,shuttle,11,1,2017-12-19 07:00:00,1,353,19,201751,7,0,0,2017,4,12
7777,18-02-18,9:40,Kisii,shuttle,11,11,2018-02-18 09:40:00,6,49,18,20187,9,40,1,2018,1,2
7778,18-02-18,9:30,Kisii,shuttle,11,5,2018-02-18 09:30:00,6,49,18,20187,9,30,1,2018,1,2
7779,18-02-18,9:20,Kisii,shuttle,11,10,2018-02-18 09:20:00,6,49,18,20187,9,20,1,2018,1,2
7780,18-02-18,9:10,Kisii,shuttle,11,8,2018-02-18 09:10:00,6,49,18,20187,9,10,1,2018,1,2
7781,18-02-18,9:00,Kisii,shuttle,11,9,2018-02-18 09:00:00,6,49,18,20187,9,0,1,2018,1,2
7782,19-12-17,7:05,Rongo,Bus,49,9,2017-12-19 07:05:00,1,353,19,201751,7,5,0,2017,4,12
7783,18-02-18,8:50,Kisii,shuttle,11,7,2018-02-18 08:50:00,6,49,18,20187,8,50,1,2018,1,2
7784,19-12-17,7:13,Kijauri,Bus,49,3,2017-12-19 07:13:00,1,353,19,201751,7,13,0,2017,4,12
7785,18-02-18,8:40,Kisii,shuttle,11,7,2018-02-18 08:40:00,6,49,18,20187,8,40,1,2018,1,2
7786,18-02-18,8:30,Kisii,shuttle,11,10,2018-02-18 08:30:00,6,49,18,20187,8,30,1,2018,1,2
7787,18-02-18,19:04,Kisii,Bus,49,21,2018-02-18 19:04:00,6,49,18,20187,19,4,1,2018,1,2
7788,19-12-17,6:20,Kijauri,shuttle,11,2,2017-12-19 06:20:00,1,353,19,201751,6,20,0,2017,4,12
7789,19-12-17,7:15,Migori,Bus,49,16,2017-12-19 07:15:00,1,353,19,201751,7,15,0,2017,4,12
7790,19-12-17,7:04,Homa Bay,Bus,49,21,2017-12-19 07:04:00,1,353,19,201751,7,4,0,2017,4,12
7791,19-12-17,6:10,Kijauri,shuttle,11,1,2017-12-19 06:10:00,1,353,19,201751,6,10,0,2017,4,12
7792,19-12-17,5:50,Kijauri,shuttle,11,3,2017-12-19 05:50:00,1,353,19,201751,5,50,0,2017,4,12
7793,19-12-17,6:00,Kijauri,shuttle,11,3,2017-12-19 06:00:00,1,353,19,201751,6,0,0,2017,4,12
7794,19-12-17,7:11,Homa Bay,Bus,49,3,2017-12-19 07:11:00,1,353,19,201751,7,11,0,2017,4,12
7795,19-12-17,7:09,Rongo,Bus,49,1,2017-12-19 07:09:00,1,353,19,201751,7,9,0,2017,4,12
7801,18-02-18,8:20,Kisii,shuttle,11,4,2018-02-18 08:20:00,6,49,18,20187,8,20,1,2018,1,2
7802,18-02-18,19:07,Kisii,Bus,49,18,2018-02-18 19:07:00,6,49,18,20187,19,7,1,2018,1,2
7803,20-12-17,7:13,Migori,Bus,49,19,2017-12-20 07:13:00,2,354,20,201751,7,13,0,2017,4,12
7804,18-02-18,8:10,Kisii,shuttle,11,6,2018-02-18 08:10:00,6,49,18,20187,8,10,1,2018,1,2
7805,20-12-17,7:08,Migori,Bus,49,10,2017-12-20 07:08:00,2,354,20,201751,7,8,0,2017,4,12
7806,20-12-17,7:12,Migori,Bus,49,35,2017-12-20 07:12:00,2,354,20,201751,7,12,0,2017,4,12
7807,20-12-17,7:09,Homa Bay,Bus,49,35,2017-12-20 07:09:00,2,354,20,201751,7,9,0,2017,4,12
7808,20-12-17,7:10,Homa Bay,Bus,49,20,2017-12-20 07:10:00,2,354,20,201751,7,10,0,2017,4,12
7809,18-02-18,7:12,Kisii,Bus,49,7,2018-02-18 07:12:00,6,49,18,20187,7,12,1,2018,1,2
7810,20-12-17,7:14,Rongo,Bus,49,5,2017-12-20 07:14:00,2,354,20,201751,7,14,0,2017,4,12
7811,20-12-17,7:06,Kijauri,Bus,49,2,2017-12-20 07:06:00,2,354,20,201751,7,6,0,2017,4,12
7812,18-02-18,8:00,Kisii,shuttle,11,11,2018-02-18 08:00:00,6,49,18,20187,8,0,1,2018,1,2
7813,18-02-18,7:14,Kisii,Bus,49,14,2018-02-18 07:14:00,6,49,18,20187,7,14,1,2018,1,2
7814,18-02-18,7:50,Kisii,shuttle,11,10,2018-02-18 07:50:00,6,49,18,20187,7,50,1,2018,1,2
7815,18-02-18,7:40,Kisii,shuttle,11,6,2018-02-18 07:40:00,6,49,18,20187,7,40,1,2018,1,2
7816,20-12-17,7:15,Migori,Bus,49,29,2017-12-20 07:15:00,2,354,20,201751,7,15,0,2017,4,12
7817,18-02-18,7:30,Kisii,shuttle,11,8,2018-02-18 07:30:00,6,49,18,20187,7,30,1,2018,1,2
7818,18-02-18,7:20,Kisii,shuttle,11,10,2018-02-18 07:20:00,6,49,18,20187,7,20,1,2018,1,2
7819,18-02-18,6:50,Kisii,shuttle,11,2,2018-02-18 06:50:00,6,49,18,20187,6,50,1,2018,1,2
7820,18-02-18,7:09,Kisii,shuttle,11,9,2018-02-18 07:09:00,6,49,18,20187,7,9,1,2018,1,2
7821,18-02-18,7:00,Kisii,shuttle,11,4,2018-02-18 07:00:00,6,49,18,20187,7,0,1,2018,1,2
7822,18-02-18,5:00,Kisii,shuttle,11,1,2018-02-18 05:00:00,6,49,18,20187,5,0,1,2018,1,2
7829,17-02-18,7:01,Kisii,Bus,49,1,2018-02-17 07:01:00,5,48,17,20187,7,1,1,2018,1,2
7830,17-02-18,7:08,Kisii,Bus,49,1,2018-02-17 07:08:00,5,48,17,20187,7,8,1,2018,1,2
7831,17-02-18,7:06,Kisii,Bus,49,1,2018-02-17 07:06:00,5,48,17,20187,7,6,1,2018,1,2
7832,17-02-18,9:40,Kisii,shuttle,11,2,2018-02-17 09:40:00,5,48,17,20187,9,40,1,2018,1,2
7833,17-02-18,9:20,Kisii,shuttle,11,1,2018-02-17 09:20:00,5,48,17,20187,9,20,1,2018,1,2
7834,17-02-18,7:07,Kisii,Bus,49,1,2018-02-17 07:07:00,5,48,17,20187,7,7,1,2018,1,2
7835,17-02-18,5:00,Kisii,shuttle,11,1,2018-02-17 05:00:00,5,48,17,20187,5,0,1,2018,1,2
7836,17-02-18,5:40,Kisii,shuttle,11,1,2018-02-17 05:40:00,5,48,17,20187,5,40,1,2018,1,2
7847,16-02-18,7:14,Kisii,Bus,49,6,2018-02-16 07:14:00,4,47,16,20187,7,14,0,2018,1,2
7848,16-02-18,7:06,Kisii,Bus,49,11,2018-02-16 07:06:00,4,47,16,20187,7,6,0,2018,1,2
7849,16-02-18,7:01,Kisii,Bus,49,1,2018-02-16 07:01:00,4,47,16,20187,7,1,0,2018,1,2
7850,16-02-18,5:20,Kisii,shuttle,11,1,2018-02-16 05:20:00,4,47,16,20187,5,20,0,2018,1,2
7851,16-02-18,11:02,Kisii,shuttle,11,4,2018-02-16 11:02:00,4,47,16,20187,11,2,0,2018,1,2
7852,16-02-18,11:01,Kisii,shuttle,11,10,2018-02-16 11:01:00,4,47,16,20187,11,1,0,2018,1,2
7853,16-02-18,11:00,Kisii,shuttle,11,10,2018-02-16 11:00:00,4,47,16,20187,11,0,0,2018,1,2
7854,16-02-18,10:59,Kisii,shuttle,11,11,2018-02-16 10:59:00,4,47,16,20187,10,59,0,2018,1,2
7855,16-02-18,10:58,Kisii,shuttle,11,6,2018-02-16 10:58:00,4,47,16,20187,10,58,0,2018,1,2
7856,16-02-18,10:57,Kisii,shuttle,11,11,2018-02-16 10:57:00,4,47,16,20187,10,57,0,2018,1,2
7857,16-02-18,10:56,Kisii,shuttle,11,10,2018-02-16 10:56:00,4,47,16,20187,10,56,0,2018,1,2
7858,16-02-18,10:55,Kisii,shuttle,11,9,2018-02-16 10:55:00,4,47,16,20187,10,55,0,2018,1,2
7859,16-02-18,10:54,Kisii,shuttle,11,11,2018-02-16 10:54:00,4,47,16,20187,10,54,0,2018,1,2
7860,16-02-18,10:53,Kisii,shuttle,11,7,2018-02-16 10:53:00,4,47,16,20187,10,53,0,2018,1,2
7861,16-02-18,10:52,Kisii,shuttle,11,9,2018-02-16 10:52:00,4,47,16,20187,10,52,0,2018,1,2
7862,16-02-18,10:51,Kisii,shuttle,11,8,2018-02-16 10:51:00,4,47,16,20187,10,51,0,2018,1,2
7863,16-02-18,10:50,Kisii,shuttle,11,11,2018-02-16 10:50:00,4,47,16,20187,10,50,0,2018,1,2
7864,20-12-17,5:00,Keroka,shuttle,11,1,2017-12-20 05:00:00,2,354,20,201751,5,0,0,2017,4,12
7865,16-02-18,10:40,Kisii,shuttle,11,8,2018-02-16 10:40:00,4,47,16,20187,10,40,0,2018,1,2
7866,20-12-17,7:04,Homa Bay,Bus,49,16,2017-12-20 07:04:00,2,354,20,201751,7,4,0,2017,4,12
7868,20-12-17,7:04,Rongo,Bus,49,12,2017-12-20 07:04:00,2,354,20,201751,7,4,0,2017,4,12
7869,20-12-17,5:50,Kijauri,shuttle,11,1,2017-12-20 05:50:00,2,354,20,201751,5,50,0,2017,4,12
7870,20-12-17,6:10,Kijauri,shuttle,11,1,2017-12-20 06:10:00,2,354,20,201751,6,10,0,2017,4,12
7871,16-02-18,10:30,Kisii,shuttle,11,4,2018-02-16 10:30:00,4,47,16,20187,10,30,0,2018,1,2
7872,16-02-18,10:10,Kisii,shuttle,11,9,2018-02-16 10:10:00,4,47,16,20187,10,10,0,2018,1,2
7873,16-02-18,10:20,Kisii,shuttle,11,2,2018-02-16 10:20:00,4,47,16,20187,10,20,0,2018,1,2
7874,16-02-18,10:00,Kisii,shuttle,11,10,2018-02-16 10:00:00,4,47,16,20187,10,0,0,2018,1,2
7875,20-12-17,7:00,Rongo,Bus,49,1,2017-12-20 07:00:00,2,354,20,201751,7,0,0,2017,4,12
7876,20-12-17,7:10,Rongo,Bus,49,1,2017-12-20 07:10:00,2,354,20,201751,7,10,0,2017,4,12
7877,20-12-17,7:05,Rongo,Bus,49,3,2017-12-20 07:05:00,2,354,20,201751,7,5,0,2017,4,12
7878,20-12-17,7:04,Kijauri,Bus,49,1,2017-12-20 07:04:00,2,354,20,201751,7,4,0,2017,4,12
7882,16-02-18,9:50,Kisii,shuttle,11,8,2018-02-16 09:50:00,4,47,16,20187,9,50,0,2018,1,2
7883,16-02-18,9:40,Kisii,shuttle,11,11,2018-02-16 09:40:00,4,47,16,20187,9,40,0,2018,1,2
7885,21-12-17,7:08,Migori,Bus,49,8,2017-12-21 07:08:00,3,355,21,201751,7,8,0,2017,4,12
7886,21-12-17,7:14,Rongo,Bus,49,8,2017-12-21 07:14:00,3,355,21,201751,7,14,0,2017,4,12
7887,21-12-17,7:13,Migori,Bus,49,13,2017-12-21 07:13:00,3,355,21,201751,7,13,0,2017,4,12
7888,21-12-17,7:04,Homa Bay,Bus,49,34,2017-12-21 07:04:00,3,355,21,201751,7,4,0,2017,4,12
7889,21-12-17,7:10,Homa Bay,Bus,49,4,2017-12-21 07:10:00,3,355,21,201751,7,10,0,2017,4,12
7890,21-12-17,7:09,Homa Bay,Bus,49,37,2017-12-21 07:09:00,3,355,21,201751,7,9,0,2017,4,12
7891,21-12-17,7:12,Migori,Bus,49,48,2017-12-21 07:12:00,3,355,21,201751,7,12,0,2017,4,12
7892,16-02-18,9:30,Kisii,shuttle,11,9,2018-02-16 09:30:00,4,47,16,20187,9,30,0,2018,1,2
7893,16-02-18,9:20,Kisii,shuttle,11,10,2018-02-16 09:20:00,4,47,16,20187,9,20,0,2018,1,2
7894,16-02-18,9:10,Kisii,shuttle,11,10,2018-02-16 09:10:00,4,47,16,20187,9,10,0,2018,1,2
7895,21-12-17,7:04,Keroka,Bus,49,3,2017-12-21 07:04:00,3,355,21,201751,7,4,0,2017,4,12
7896,16-02-18,9:00,Kisii,shuttle,11,10,2018-02-16 09:00:00,4,47,16,20187,9,0,0,2018,1,2
7897,16-02-18,8:50,Kisii,shuttle,11,9,2018-02-16 08:50:00,4,47,16,20187,8,50,0,2018,1,2
7898,16-02-18,8:40,Kisii,shuttle,11,10,2018-02-16 08:40:00,4,47,16,20187,8,40,0,2018,1,2
7899,16-02-18,8:30,Kisii,shuttle,11,11,2018-02-16 08:30:00,4,47,16,20187,8,30,0,2018,1,2
7900,16-02-18,8:20,Kisii,shuttle,11,9,2018-02-16 08:20:00,4,47,16,20187,8,20,0,2018,1,2
7901,16-02-18,8:10,Kisii,shuttle,11,11,2018-02-16 08:10:00,4,47,16,20187,8,10,0,2018,1,2
7902,16-02-18,8:00,Kisii,shuttle,11,8,2018-02-16 08:00:00,4,47,16,20187,8,0,0,2018,1,2
7903,16-02-18,7:40,Kisii,shuttle,11,6,2018-02-16 07:40:00,4,47,16,20187,7,40,0,2018,1,2
7904,16-02-18,7:50,Kisii,shuttle,11,10,2018-02-16 07:50:00,4,47,16,20187,7,50,0,2018,1,2
7905,21-12-17,7:15,Migori,Bus,49,40,2017-12-21 07:15:00,3,355,21,201751,7,15,0,2017,4,12
7906,16-02-18,7:30,Kisii,shuttle,11,11,2018-02-16 07:30:00,4,47,16,20187,7,30,0,2018,1,2
7907,16-02-18,7:20,Kisii,shuttle,11,10,2018-02-16 07:20:00,4,47,16,20187,7,20,0,2018,1,2
7908,16-02-18,7:09,Kisii,shuttle,11,6,2018-02-16 07:09:00,4,47,16,20187,7,9,0,2018,1,2
7909,16-02-18,7:00,Kisii,shuttle,11,9,2018-02-16 07:00:00,4,47,16,20187,7,0,0,2018,1,2
7910,16-02-18,6:30,Kisii,shuttle,11,1,2018-02-16 06:30:00,4,47,16,20187,6,30,0,2018,1,2
7911,16-02-18,6:50,Kisii,shuttle,11,1,2018-02-16 06:50:00,4,47,16,20187,6,50,0,2018,1,2
7912,16-02-18,5:10,Kisii,shuttle,11,1,2018-02-16 05:10:00,4,47,16,20187,5,10,0,2018,1,2
7913,16-02-18,5:00,Kisii,shuttle,11,1,2018-02-16 05:00:00,4,47,16,20187,5,0,0,2018,1,2
7914,16-02-18,5:40,Kisii,shuttle,11,1,2018-02-16 05:40:00,4,47,16,20187,5,40,0,2018,1,2
7922,15-02-18,7:06,Kisii,Bus,49,7,2018-02-15 07:06:00,3,46,15,20187,7,6,0,2018,1,2
7923,15-02-18,9:50,Kisii,shuttle,11,1,2018-02-15 09:50:00,3,46,15,20187,9,50,0,2018,1,2
7924,15-02-18,7:20,Kisii,shuttle,11,10,2018-02-15 07:20:00,3,46,15,20187,7,20,0,2018,1,2
7925,15-02-18,9:20,Kisii,shuttle,11,1,2018-02-15 09:20:00,3,46,15,20187,9,20,0,2018,1,2
7926,15-02-18,9:30,Kisii,shuttle,11,1,2018-02-15 09:30:00,3,46,15,20187,9,30,0,2018,1,2
7927,15-02-18,9:10,Kisii,shuttle,11,11,2018-02-15 09:10:00,3,46,15,20187,9,10,0,2018,1,2
7928,15-02-18,7:04,Kisii,Bus,49,1,2018-02-15 07:04:00,3,46,15,20187,7,4,0,2018,1,2
7929,15-02-18,9:00,Kisii,shuttle,11,9,2018-02-15 09:00:00,3,46,15,20187,9,0,0,2018,1,2
7930,15-02-18,8:40,Kisii,shuttle,11,11,2018-02-15 08:40:00,3,46,15,20187,8,40,0,2018,1,2
7931,15-02-18,8:50,Kisii,shuttle,11,7,2018-02-15 08:50:00,3,46,15,20187,8,50,0,2018,1,2
7932,15-02-18,8:30,Kisii,shuttle,11,10,2018-02-15 08:30:00,3,46,15,20187,8,30,0,2018,1,2
7933,15-02-18,8:20,Kisii,shuttle,11,5,2018-02-15 08:20:00,3,46,15,20187,8,20,0,2018,1,2
7934,15-02-18,8:10,Kisii,shuttle,11,7,2018-02-15 08:10:00,3,46,15,20187,8,10,0,2018,1,2
7935,21-12-17,7:06,Kijauri,Bus,49,2,2017-12-21 07:06:00,3,355,21,201751,7,6,0,2017,4,12
7936,15-02-18,8:00,Kisii,shuttle,11,9,2018-02-15 08:00:00,3,46,15,20187,8,0,0,2018,1,2
7937,21-12-17,7:14,Kijauri,Bus,49,1,2017-12-21 07:14:00,3,355,21,201751,7,14,0,2017,4,12
7938,15-02-18,7:50,Kisii,shuttle,11,4,2018-02-15 07:50:00,3,46,15,20187,7,50,0,2018,1,2
7939,15-02-18,7:40,Kisii,shuttle,11,8,2018-02-15 07:40:00,3,46,15,20187,7,40,0,2018,1,2
7940,15-02-18,7:30,Kisii,shuttle,11,10,2018-02-15 07:30:00,3,46,15,20187,7,30,0,2018,1,2
7941,21-12-17,6:40,Kijauri,shuttle,11,1,2017-12-21 06:40:00,3,355,21,201751,6,40,0,2017,4,12
7942,15-02-18,7:09,Kisii,shuttle,11,9,2018-02-15 07:09:00,3,46,15,20187,7,9,0,2018,1,2
7943,15-02-18,7:07,Kisii,Bus,49,16,2018-02-15 07:07:00,3,46,15,20187,7,7,0,2018,1,2
20111,15-02-18,7:09,Kisii,Bus,49,13,2018-02-15 07:09:00,3,46,15,20187,7,9,0,2018,1,2
7944,15-02-18,7:00,Kisii,shuttle,11,9,2018-02-15 07:00:00,3,46,15,20187,7,0,0,2018,1,2
7945,15-02-18,6:50,Kisii,shuttle,11,9,2018-02-15 06:50:00,3,46,15,20187,6,50,0,2018,1,2
7946,15-02-18,6:40,Kisii,shuttle,11,6,2018-02-15 06:40:00,3,46,15,20187,6,40,0,2018,1,2
7947,21-12-17,7:10,Rongo,Bus,49,1,2017-12-21 07:10:00,3,355,21,201751,7,10,0,2017,4,12
7948,21-12-17,7:13,Rongo,Bus,49,5,2017-12-21 07:13:00,3,355,21,201751,7,13,0,2017,4,12
7949,15-02-18,6:30,Kisii,shuttle,11,1,2018-02-15 06:30:00,3,46,15,20187,6,30,0,2018,1,2
7951,21-12-17,7:05,Rongo,Bus,49,4,2017-12-21 07:05:00,3,355,21,201751,7,5,0,2017,4,12
7952,21-12-17,5:40,Kijauri,shuttle,11,2,2017-12-21 05:40:00,3,355,21,201751,5,40,0,2017,4,12
7953,21-12-17,7:09,Rongo,Bus,49,1,2017-12-21 07:09:00,3,355,21,201751,7,9,0,2017,4,12
7954,21-12-17,7:11,Homa Bay,Bus,49,2,2017-12-21 07:11:00,3,355,21,201751,7,11,0,2017,4,12
7957,21-12-17,7:04,Rongo,Bus,49,4,2017-12-21 07:04:00,3,355,21,201751,7,4,0,2017,4,12
7964,22-12-17,7:09,Homa Bay,Bus,49,27,2017-12-22 07:09:00,4,356,22,201751,7,9,0,2017,4,12
7965,22-12-17,7:04,Homa Bay,Bus,49,18,2017-12-22 07:04:00,4,356,22,201751,7,4,0,2017,4,12
7966,22-12-17,7:14,Rongo,Bus,49,8,2017-12-22 07:14:00,4,356,22,201751,7,14,0,2017,4,12
7967,22-12-17,7:12,Migori,Bus,49,19,2017-12-22 07:12:00,4,356,22,201751,7,12,0,2017,4,12
7968,22-12-17,7:06,Kijauri,Bus,49,9,2017-12-22 07:06:00,4,356,22,201751,7,6,0,2017,4,12
7970,22-12-17,7:08,Migori,Bus,49,4,2017-12-22 07:08:00,4,356,22,201751,7,8,0,2017,4,12
7972,22-12-17,7:04,Keroka,Bus,49,3,2017-12-22 07:04:00,4,356,22,201751,7,4,0,2017,4,12
7973,22-12-17,10:00,Keroka,shuttle,11,1,2017-12-22 10:00:00,4,356,22,201751,10,0,0,2017,4,12
7977,14-02-18,7:04,Kisii,Bus,49,2,2018-02-14 07:04:00,2,45,14,20187,7,4,0,2018,1,2
7978,14-02-18,7:06,Kisii,Bus,49,13,2018-02-14 07:06:00,2,45,14,20187,7,6,0,2018,1,2
7979,14-02-18,7:05,Kisii,Bus,49,1,2018-02-14 07:05:00,2,45,14,20187,7,5,0,2018,1,2
7980,14-02-18,7:08,Kisii,Bus,49,1,2018-02-14 07:08:00,2,45,14,20187,7,8,0,2018,1,2
7981,14-02-18,6:00,Kisii,shuttle,11,1,2018-02-14 06:00:00,2,45,14,20187,6,0,0,2018,1,2
7982,14-02-18,10:50,Kisii,shuttle,11,5,2018-02-14 10:50:00,2,45,14,20187,10,50,0,2018,1,2
7983,14-02-18,10:40,Kisii,shuttle,11,11,2018-02-14 10:40:00,2,45,14,20187,10,40,0,2018,1,2
7984,14-02-18,10:30,Kisii,shuttle,11,11,2018-02-14 10:30:00,2,45,14,20187,10,30,0,2018,1,2
7985,14-02-18,10:20,Kisii,shuttle,11,10,2018-02-14 10:20:00,2,45,14,20187,10,20,0,2018,1,2
7986,22-12-17,8:50,Kijauri,shuttle,11,1,2017-12-22 08:50:00,4,356,22,201751,8,50,0,2017,4,12
7987,14-02-18,10:10,Kisii,shuttle,11,11,2018-02-14 10:10:00,2,45,14,20187,10,10,0,2018,1,2
7988,14-02-18,10:00,Kisii,shuttle,11,9,2018-02-14 10:00:00,2,45,14,20187,10,0,0,2018,1,2
7989,14-02-18,7:07,Kisii,Bus,49,16,2018-02-14 07:07:00,2,45,14,20187,7,7,0,2018,1,2
7990,14-02-18,9:50,Kisii,shuttle,11,11,2018-02-14 09:50:00,2,45,14,20187,9,50,0,2018,1,2
7991,14-02-18,9:40,Kisii,shuttle,11,11,2018-02-14 09:40:00,2,45,14,20187,9,40,0,2018,1,2
7992,14-02-18,9:30,Kisii,shuttle,11,9,2018-02-14 09:30:00,2,45,14,20187,9,30,0,2018,1,2
7993,14-02-18,9:20,Kisii,shuttle,11,6,2018-02-14 09:20:00,2,45,14,20187,9,20,0,2018,1,2
7994,14-02-18,9:10,Kisii,shuttle,11,10,2018-02-14 09:10:00,2,45,14,20187,9,10,0,2018,1,2
7995,14-02-18,9:00,Kisii,shuttle,11,9,2018-02-14 09:00:00,2,45,14,20187,9,0,0,2018,1,2
7996,14-02-18,8:50,Kisii,shuttle,11,11,2018-02-14 08:50:00,2,45,14,20187,8,50,0,2018,1,2
7997,14-02-18,8:40,Kisii,shuttle,11,11,2018-02-14 08:40:00,2,45,14,20187,8,40,0,2018,1,2
7998,14-02-18,8:20,Kisii,shuttle,11,11,2018-02-14 08:20:00,2,45,14,20187,8,20,0,2018,1,2
7999,14-02-18,8:30,Kisii,shuttle,11,9,2018-02-14 08:30:00,2,45,14,20187,8,30,0,2018,1,2
8000,14-02-18,8:10,Kisii,shuttle,11,10,2018-02-14 08:10:00,2,45,14,20187,8,10,0,2018,1,2
8001,14-02-18,8:00,Kisii,shuttle,11,7,2018-02-14 08:00:00,2,45,14,20187,8,0,0,2018,1,2
8002,14-02-18,7:50,Kisii,shuttle,11,7,2018-02-14 07:50:00,2,45,14,20187,7,50,0,2018,1,2
8003,14-02-18,7:40,Kisii,shuttle,11,7,2018-02-14 07:40:00,2,45,14,20187,7,40,0,2018,1,2
8004,14-02-18,7:30,Kisii,shuttle,11,6,2018-02-14 07:30:00,2,45,14,20187,7,30,0,2018,1,2
8005,14-02-18,7:12,Kisii,Bus,49,6,2018-02-14 07:12:00,2,45,14,20187,7,12,0,2018,1,2
8006,14-02-18,7:20,Kisii,shuttle,11,5,2018-02-14 07:20:00,2,45,14,20187,7,20,0,2018,1,2
8007,14-02-18,7:09,Kisii,shuttle,11,9,2018-02-14 07:09:00,2,45,14,20187,7,9,0,2018,1,2
8008,14-02-18,7:00,Kisii,shuttle,11,8,2018-02-14 07:00:00,2,45,14,20187,7,0,0,2018,1,2
8009,22-12-17,7:08,Rongo,Bus,49,3,2017-12-22 07:08:00,4,356,22,201751,7,8,0,2017,4,12
8010,22-12-17,7:05,Rongo,Bus,49,12,2017-12-22 07:05:00,4,356,22,201751,7,5,0,2017,4,12
8011,22-12-17,7:15,Migori,Bus,49,12,2017-12-22 07:15:00,4,356,22,201751,7,15,0,2017,4,12
8012,22-12-17,5:40,Kijauri,shuttle,11,2,2017-12-22 05:40:00,4,356,22,201751,5,40,0,2017,4,12
8013,14-02-18,5:00,Kisii,shuttle,11,1,2018-02-14 05:00:00,2,45,14,20187,5,0,0,2018,1,2
8014,22-12-17,7:13,Rongo,Bus,49,1,2017-12-22 07:13:00,4,356,22,201751,7,13,0,2017,4,12
8016,22-12-17,7:04,Rongo,Bus,49,3,2017-12-22 07:04:00,4,356,22,201751,7,4,0,2017,4,12
8027,13-02-18,7:06,Kisii,Bus,49,18,2018-02-13 07:06:00,1,44,13,20187,7,6,0,2018,1,2
8028,23-12-17,7:04,Rongo,Bus,49,8,2017-12-23 07:04:00,5,357,23,201751,7,4,1,2017,4,12
8029,13-02-18,7:08,Kisii,Bus,49,1,2018-02-13 07:08:00,1,44,13,20187,7,8,0,2018,1,2
8030,13-02-18,7:13,Kisii,Bus,49,1,2018-02-13 07:13:00,1,44,13,20187,7,13,0,2018,1,2
8031,23-12-17,7:09,Homa Bay,Bus,49,33,2017-12-23 07:09:00,5,357,23,201751,7,9,1,2017,4,12
8032,23-12-17,7:08,Migori,Bus,49,14,2017-12-23 07:08:00,5,357,23,201751,7,8,1,2017,4,12
8033,13-02-18,10:30,Kisii,shuttle,11,1,2018-02-13 10:30:00,1,44,13,20187,10,30,0,2018,1,2
8034,13-02-18,10:20,Kisii,shuttle,11,11,2018-02-13 10:20:00,1,44,13,20187,10,20,0,2018,1,2
8035,13-02-18,7:05,Kisii,Bus,49,2,2018-02-13 07:05:00,1,44,13,20187,7,5,0,2018,1,2
8036,23-12-17,7:14,Rongo,Bus,49,5,2017-12-23 07:14:00,5,357,23,201751,7,14,1,2017,4,12
8037,23-12-17,7:12,Migori,Bus,49,39,2017-12-23 07:12:00,5,357,23,201751,7,12,1,2017,4,12
8038,23-12-17,7:13,Migori,Bus,49,10,2017-12-23 07:13:00,5,357,23,201751,7,13,1,2017,4,12
8039,13-02-18,10:10,Kisii,shuttle,11,11,2018-02-13 10:10:00,1,44,13,20187,10,10,0,2018,1,2
8041,23-12-17,19:03,Kijauri,Bus,49,2,2017-12-23 19:03:00,5,357,23,201751,19,3,1,2017,4,12
8042,23-12-17,7:07,Kijauri,Bus,49,1,2017-12-23 07:07:00,5,357,23,201751,7,7,1,2017,4,12
8043,23-12-17,7:05,Rongo,Bus,49,2,2017-12-23 07:05:00,5,357,23,201751,7,5,1,2017,4,12
8044,23-12-17,6:30,Kijauri,shuttle,11,4,2017-12-23 06:30:00,5,357,23,201751,6,30,1,2017,4,12
8045,23-12-17,7:04,Keroka,Bus,49,3,2017-12-23 07:04:00,5,357,23,201751,7,4,1,2017,4,12
8046,23-12-17,7:04,Kijauri,Bus,49,1,2017-12-23 07:04:00,5,357,23,201751,7,4,1,2017,4,12
