ride_id,mean_travel_time_dow,standard_deviation_travel_time_dow,geometric_mean_travel_time_dow,geometric_standard_deviation_travel_time_dow,Mean_Travel_Time_dow,Lower_Bound_Travel_Time_dow,Upper_BoundTravel_Time_dow,mean_travel_time_month,standard_deviation_travel_time_month,geometric_mean_travel_time_month,geometric_standard_deviation_travel_time_month,mean_travel_time_hod_after_8h,standard_deviation_travel_time_hod_after_8h,geometric_mean_travel_time_hod_after_8h,geometric_standard_deviation_travel_time_hod_after_8h,mean_travel_time_hod_after_9h,standard_deviation_travel_time_hod_after_9h,geometric_mean_travel_time_hod_after_9h,geometric_standard_deviation_travel_time_hod_after_9h,mean_travel_time_hod_arrved_date,standard_deviation_travel_time_hod_arrved_date,geometric_mean_travel_time_hod_arrved_date,geometric_standard_deviation_travel_time_hod_arrved_date
9044,2514.4,1197.19,2247.5,1.62,2514,1554,4066,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9058,2514.4,1197.19,2247.5,1.62,2514,1554,4066,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9113,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9098,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9099,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2085.86,962.58,1896.84,1.54,1474.85,605.95,1378.46,1.42,1548.34,524.36,1463.61,1.4,1338.87,464.14,1233.2,1.59
9152,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2085.86,962.58,1896.84,1.54,2612.73,1194.78,2421.92,1.45,2758.4,1043.11,2578.91,1.44,2352.43,1039.24,2205.08,1.4
9133,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9132,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9151,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9163,2319.11,1181.06,2055.96,1.65,2319,1405,3826,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9177,2319.11,1181.06,2055.96,1.65,2319,1405,3826,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9207,1948.7,768.45,1822.05,1.45,1948,1348,2816,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9202,1948.7,768.45,1822.05,1.45,1948,1348,2816,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9284,1708.77,584.05,1611.37,1.42,1708,1200,2432,2085.86,962.58,1896.84,1.54,2612.73,1194.78,2421.92,1.45,2758.4,1043.11,2578.91,1.44,2352.43,1039.24,2205.08,1.4
9302,1708.77,584.05,1611.37,1.42,1708,1200,2432,2085.86,962.58,1896.84,1.54,2612.73,1194.78,2421.92,1.45,2758.4,1043.11,2578.91,1.44,2352.43,1039.24,2205.08,1.4
9290,1708.77,584.05,1611.37,1.42,1708,1200,2432,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9311,2429.91,1455.07,2113.5,1.68,2429,1449,4074,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9323,2429.91,1455.07,2113.5,1.68,2429,1449,4074,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9315,2429.91,1455.07,2113.5,1.68,2429,1449,4074,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9320,2429.91,1455.07,2113.5,1.68,2429,1449,4074,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9333,2429.91,1455.07,2113.5,1.68,2429,1449,4074,2085.86,962.58,1896.84,1.54,2919.19,1365.75,2627.47,1.6,2491.12,900.73,2323.66,1.48,2612.73,1194.78,2421.92,1.45
9420,2514.4,1197.19,2247.5,1.62,2514,1554,4066,2085.86,962.58,1896.84,1.54,2612.73,1194.78,2421.92,1.45,2758.4,1043.11,2578.91,1.44,2352.43,1039.24,2205.08,1.4
9410,2514.4,1197.19,2247.5,1.62,2514,1554,4066,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9460,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9450,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9466,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2085.86,962.58,1896.84,1.54,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9464,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2085.86,962.58,1896.84,1.54,2919.19,1365.75,2627.47,1.6,2491.12,900.73,2323.66,1.48,2612.73,1194.78,2421.92,1.45
9507,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9537,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9578,2319.11,1181.06,2055.96,1.65,2319,1405,3826,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9629,2319.11,1181.06,2055.96,1.65,2319,1405,3826,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9624,2319.11,1181.06,2055.96,1.65,2319,1405,3826,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9619,2319.11,1181.06,2055.96,1.65,2319,1405,3826,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9590,2319.11,1181.06,2055.96,1.65,2319,1405,3826,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9688,1948.7,768.45,1822.05,1.45,1948,1348,2816,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9695,1948.7,768.45,1822.05,1.45,1948,1348,2816,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9674,1948.7,768.45,1822.05,1.45,1948,1348,2816,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9691,1948.7,768.45,1822.05,1.45,1948,1348,2816,2113.57,1005.83,1910.94,1.58,2919.19,1365.75,2627.47,1.6,2491.12,900.73,2323.66,1.48,2612.73,1194.78,2421.92,1.45
9762,1708.77,584.05,1611.37,1.42,1708,1200,2432,2113.57,1005.83,1910.94,1.58,2612.73,1194.78,2421.92,1.45,2758.4,1043.11,2578.91,1.44,2352.43,1039.24,2205.08,1.4
9760,1708.77,584.05,1611.37,1.42,1708,1200,2432,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9729,1708.77,584.05,1611.37,1.42,1708,1200,2432,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9738,1708.77,584.05,1611.37,1.42,1708,1200,2432,2113.57,1005.83,1910.94,1.58,2491.12,900.73,2323.66,1.48,2132.62,797.94,2010.06,1.41,2758.4,1043.11,2578.91,1.44
9879,2429.91,1455.07,2113.5,1.68,2429,1449,4074,2113.57,1005.83,1910.94,1.58,2612.73,1194.78,2421.92,1.45,2758.4,1043.11,2578.91,1.44,2352.43,1039.24,2205.08,1.4
9881,2429.91,1455.07,2113.5,1.68,2429,1449,4074,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9848,2429.91,1455.07,2113.5,1.68,2429,1449,4074,2113.57,1005.83,1910.94,1.58,3062.56,1720.18,2734.38,1.57,2919.19,1365.75,2627.47,1.6,2362.04,767.65,2256.4,1.34
9809,2514.4,1197.19,2247.5,1.62,2514,1554,4066,2113.57,1005.83,1910.94,1.58,1474.85,605.95,1378.46,1.42,1548.34,524.36,1463.61,1.4,1338.87,464.14,1233.2,1.59
9811,2514.4,1197.19,2247.5,1.62,2514,1554,4066,2113.57,1005.83,1910.94,1.58,1474.85,605.95,1378.46,1.42,1548.34,524.36,1463.61,1.4,1338.87,464.14,1233.2,1.59
9818,2514.4,1197.19,2247.5,1.62,2514,1554,4066,2113.57,1005.83,1910.94,1.58,1474.85,605.95,1378.46,1.42,1548.34,524.36,1463.61,1.4,1338.87,464.14,1233.2,1.59
9932,2514.4,1197.19,2247.5,1.62,2514,1554,4066,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9908,2514.4,1197.19,2247.5,1.62,2514,1554,4066,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9999,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9966,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
9985,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2113.57,1005.83,1910.94,1.58,3062.56,1720.18,2734.38,1.57,2919.19,1365.75,2627.47,1.6,2362.04,767.65,2256.4,1.34
9986,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2113.57,1005.83,1910.94,1.58,3062.56,1720.18,2734.38,1.57,2919.19,1365.75,2627.47,1.6,2362.04,767.65,2256.4,1.34
9980,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2113.57,1005.83,1910.94,1.58,2919.19,1365.75,2627.47,1.6,2491.12,900.73,2323.66,1.48,2612.73,1194.78,2421.92,1.45
9979,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2113.57,1005.83,1910.94,1.58,2919.19,1365.75,2627.47,1.6,2491.12,900.73,2323.66,1.48,2612.73,1194.78,2421.92,1.45
9973,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2113.57,1005.83,1910.94,1.58,1474.85,605.95,1378.46,1.42,1548.34,524.36,1463.61,1.4,1338.87,464.14,1233.2,1.59
9971,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2113.57,1005.83,1910.94,1.58,1474.85,605.95,1378.46,1.42,1548.34,524.36,1463.61,1.4,1338.87,464.14,1233.2,1.59
9982,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2113.57,1005.83,1910.94,1.58,1474.85,605.95,1378.46,1.42,1548.34,524.36,1463.61,1.4,1338.87,464.14,1233.2,1.59
9972,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2113.57,1005.83,1910.94,1.58,1474.85,605.95,1378.46,1.42,1548.34,524.36,1463.61,1.4,1338.87,464.14,1233.2,1.59
10075,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
10059,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2113.57,1005.83,1910.94,1.58,2919.19,1365.75,2627.47,1.6,2491.12,900.73,2323.66,1.48,2612.73,1194.78,2421.92,1.45
10063,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2113.57,1005.83,1910.94,1.58,2919.19,1365.75,2627.47,1.6,2491.12,900.73,2323.66,1.48,2612.73,1194.78,2421.92,1.45
10055,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2113.57,1005.83,1910.94,1.58,2919.19,1365.75,2627.47,1.6,2491.12,900.73,2323.66,1.48,2612.73,1194.78,2421.92,1.45
10082,2319.11,1181.06,2055.96,1.65,2319,1405,3826,2113.57,1005.83,1910.94,1.58,1474.85,605.95,1378.46,1.42,1548.34,524.36,1463.61,1.4,1338.87,464.14,1233.2,1.59
10161,1948.7,768.45,1822.05,1.45,1948,1348,2816,2113.57,1005.83,1910.94,1.58,1474.85,605.95,1378.46,1.42,1548.34,524.36,1463.61,1.4,1338.87,464.14,1233.2,1.59
10372,2429.91,1455.07,2113.5,1.68,2429,1449,4074,2113.57,1005.83,1910.94,1.58,2919.19,1365.75,2627.47,1.6,2491.12,900.73,2323.66,1.48,2612.73,1194.78,2421.92,1.45
10336,2514.4,1197.19,2247.5,1.62,2514,1554,4066,2113.57,1005.83,1910.94,1.58,1474.85,605.95,1378.46,1.42,1548.34,524.36,1463.61,1.4,1338.87,464.14,1233.2,1.59
10543,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
10552,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
10563,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2113.57,1005.83,1910.94,1.58,3062.56,1720.18,2734.38,1.57,2919.19,1365.75,2627.47,1.6,2362.04,767.65,2256.4,1.34
10553,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2113.57,1005.83,1910.94,1.58,2491.12,900.73,2323.66,1.48,2132.62,797.94,2010.06,1.41,2758.4,1043.11,2578.91,1.44
10623,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2113.57,1005.83,1910.94,1.58,2362.04,767.65,2256.4,1.34,2612.73,1194.78,2421.92,1.45,2246.18,879.07,2132.9,1.35
10615,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2113.57,1005.83,1910.94,1.58,2919.19,1365.75,2627.47,1.6,2491.12,900.73,2323.66,1.48,2612.73,1194.78,2421.92,1.45
10688,2319.11,1181.06,2055.96,1.65,2319,1405,3826,2113.57,1005.83,1910.94,1.58,2919.19,1365.75,2627.47,1.6,2491.12,900.73,2323.66,1.48,2612.73,1194.78,2421.92,1.45
10672,2319.11,1181.06,2055.96,1.65,2319,1405,3826,2113.57,1005.83,1910.94,1.58,2491.12,900.73,2323.66,1.48,2132.62,797.94,2010.06,1.41,2758.4,1043.11,2578.91,1.44
10731,1948.7,768.45,1822.05,1.45,1948,1348,2816,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
10871,2429.91,1455.07,2113.5,1.68,2429,1449,4074,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
10922,2514.4,1197.19,2247.5,1.62,2514,1554,4066,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
10939,2514.4,1197.19,2247.5,1.62,2514,1554,4066,2113.57,1005.83,1910.94,1.58,3062.56,1720.18,2734.38,1.57,2919.19,1365.75,2627.47,1.6,2362.04,767.65,2256.4,1.34
10991,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
10956,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
11030,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
11034,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2113.57,1005.83,1910.94,1.58,3062.56,1720.18,2734.38,1.57,2919.19,1365.75,2627.47,1.6,2362.04,767.65,2256.4,1.34
11168,1948.7,768.45,1822.05,1.45,1948,1348,2816,2113.57,1005.83,1910.94,1.58,2612.73,1194.78,2421.92,1.45,2758.4,1043.11,2578.91,1.44,2352.43,1039.24,2205.08,1.4
11167,1948.7,768.45,1822.05,1.45,1948,1348,2816,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
11203,1708.77,584.05,1611.37,1.42,1708,1200,2432,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
11249,2429.91,1455.07,2113.5,1.68,2429,1449,4074,2113.57,1005.83,1910.94,1.58,2612.73,1194.78,2421.92,1.45,2758.4,1043.11,2578.91,1.44,2352.43,1039.24,2205.08,1.4
11246,2429.91,1455.07,2113.5,1.68,2429,1449,4074,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
11284,2514.4,1197.19,2247.5,1.62,2514,1554,4066,2113.57,1005.83,1910.94,1.58,2612.73,1194.78,2421.92,1.45,2758.4,1043.11,2578.91,1.44,2352.43,1039.24,2205.08,1.4
11301,2514.4,1197.19,2247.5,1.62,2514,1554,4066,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
11326,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2113.57,1005.83,1910.94,1.58,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
11368,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2420.94,1343.08,2144.03,1.62,1474.85,605.95,1378.46,1.42,1548.34,524.36,1463.61,1.4,1338.87,464.14,1233.2,1.59
11406,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
11495,2319.11,1181.06,2055.96,1.65,2319,1405,3826,2420.94,1343.08,2144.03,1.62,2612.73,1194.78,2421.92,1.45,2758.4,1043.11,2578.91,1.44,2352.43,1039.24,2205.08,1.4
11470,2319.11,1181.06,2055.96,1.65,2319,1405,3826,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
11532,1948.7,768.45,1822.05,1.45,1948,1348,2816,2420.94,1343.08,2144.03,1.62,2612.73,1194.78,2421.92,1.45,2758.4,1043.11,2578.91,1.44,2352.43,1039.24,2205.08,1.4
11523,1948.7,768.45,1822.05,1.45,1948,1348,2816,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
11603,1708.77,584.05,1611.37,1.42,1708,1200,2432,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
11774,2514.4,1197.19,2247.5,1.62,2514,1554,4066,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
11861,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
11890,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
11887,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
11917,2319.11,1181.06,2055.96,1.65,2319,1405,3826,2420.94,1343.08,2144.03,1.62,2362.04,767.65,2256.4,1.34,2612.73,1194.78,2421.92,1.45,2246.18,879.07,2132.9,1.35
11983,1948.7,768.45,1822.05,1.45,1948,1348,2816,2420.94,1343.08,2144.03,1.62,2362.04,767.65,2256.4,1.34,2612.73,1194.78,2421.92,1.45,2246.18,879.07,2132.9,1.35
11982,1948.7,768.45,1822.05,1.45,1948,1348,2816,2420.94,1343.08,2144.03,1.62,2362.04,767.65,2256.4,1.34,2612.73,1194.78,2421.92,1.45,2246.18,879.07,2132.9,1.35
11994,1948.7,768.45,1822.05,1.45,1948,1348,2816,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
12002,1948.7,768.45,1822.05,1.45,1948,1348,2816,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
12057,1708.77,584.05,1611.37,1.42,1708,1200,2432,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
12025,1708.77,584.05,1611.37,1.42,1708,1200,2432,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
12108,2429.91,1455.07,2113.5,1.68,2429,1449,4074,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
12129,2429.91,1455.07,2113.5,1.68,2429,1449,4074,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
12111,2429.91,1455.07,2113.5,1.68,2429,1449,4074,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
12112,2429.91,1455.07,2113.5,1.68,2429,1449,4074,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
12153,2514.4,1197.19,2247.5,1.62,2514,1554,4066,2420.94,1343.08,2144.03,1.62,2362.04,767.65,2256.4,1.34,2612.73,1194.78,2421.92,1.45,2246.18,879.07,2132.9,1.35
12179,2514.4,1197.19,2247.5,1.62,2514,1554,4066,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
12228,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
12307,2319.11,1181.06,2055.96,1.65,2319,1405,3826,2420.94,1343.08,2144.03,1.62,2362.04,767.65,2256.4,1.34,2612.73,1194.78,2421.92,1.45,2246.18,879.07,2132.9,1.35
12424,1708.77,584.05,1611.37,1.42,1708,1200,2432,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
12459,2429.91,1455.07,2113.5,1.68,2429,1449,4074,2420.94,1343.08,2144.03,1.62,2612.73,1194.78,2421.92,1.45,2758.4,1043.11,2578.91,1.44,2352.43,1039.24,2205.08,1.4
12475,2514.4,1197.19,2247.5,1.62,2514,1554,4066,2420.94,1343.08,2144.03,1.62,2362.04,767.65,2256.4,1.34,2612.73,1194.78,2421.92,1.45,2246.18,879.07,2132.9,1.35
12512,2283.99,1044.65,2072.77,1.55,2283,1469,3549,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
12556,2699.75,1435.87,2401.17,1.61,2699,1677,4345,2420.94,1343.08,2144.03,1.62,2919.19,1365.75,2627.47,1.6,2491.12,900.73,2323.66,1.48,2612.73,1194.78,2421.92,1.45
12626,1948.7,768.45,1822.05,1.45,1948,1348,2816,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
12621,1948.7,768.45,1822.05,1.45,1948,1348,2816,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
12630,1948.7,768.45,1822.05,1.45,1948,1348,2816,2420.94,1343.08,2144.03,1.62,2758.4,1043.11,2578.91,1.44,3062.56,1720.18,2734.38,1.57,2420.0,966.65,2276.59,1.4
12651,1708.77,584.05,1611.37,1.42,1708,1200,2432,2420.94,1343.08,2144.03,1.62,2362.04,767.65,2256.4,1.34,2612.73,1194.78,2421.92,1.45,2246.18,879.07,2132.9,1.35
12715,2429.91,1455.07,2113.5,1.68,2429,1449,4074,2420.94,1343.08,2144.03,1.62,2612.73,1194.78,2421.92,1.45,2758.4,1043.11,2578.91,1.44,2352.43,1039.24,2205.08,1.4
